minute_utc,calls,total_exec_time,total_plan_time,cpu_user_time,cpu_sys_time,shared_blks_hit,shared_blks_read,wal_bytes,requests,server5xx,step_sync,attempts,commits,busy,cpu_usage_steal,cpu_usage_iowait,cpu_usage_user,cpu_usage_system,procstat_cpu_usage
2026-09-10T15:27:00.000Z,7578.0,26386.935,10126.63,2924.691,572.098,441487.0,3275.0,5336457.0,189,0,28,42,42,70.24846015348119,7.8504164166075725,0.8922054813271632,32.0816724049199,25.817503184987363,3.358851243640058
2026-09-10T15:28:00.000Z,7797.0,30821.906,15823.044,2680.427,540.092,333133.0,2045.0,7778534.0,187,0,35,42,41,55.63251982728339,3.8518192480215134,0.4794481974285722,26.883009871995174,21.442303223501813,2.510723653975428
2026-09-10T15:29:00.000Z,10674.0,23616.525,12688.991,3181.915,828.512,398125.0,4573.0,8534796.0,271,0,24,41,41,65.34094679854981,14.30390630045315,0.7243346873255334,27.104319888577816,19.58512527227743,3.213394491438855
2026-09-10T15:30:00.000Z,6637.0,18490.621,10970.014,2243.863,498.977,287684.0,2682.0,4154011.0,210,0,19,27,27,62.54063082925538,18.53887985649448,1.1290760061456009,25.35735969363877,14.116486287039823,2.5432990115374645
2026-09-10T15:31:00.000Z,7630.0,26326.021,14536.077,2033.282,402.163,325936.0,2268.0,8492995.0,260,0,31,24,24,60.21219784361763,14.73594466612035,0.8074136069250328,26.387676375584594,15.004521371886343,2.6623432852003583
2026-09-10T15:32:00.000Z,9673.0,28169.856,13716.547,2784.7,480.604,389402.0,3652.0,13746232.0,323,0,31,37,37,63.627626682175254,13.2897604804729,0.8413657536346633,29.750248238048137,16.124801207706014,2.9681393425515217
2026-09-10T15:33:00.000Z,10077.0,26165.597,15400.813,3454.557,743.201,496980.0,4155.0,7330864.0,370,0,32,42,42,68.32811288807336,14.401319535901791,1.07644026340423,31.368529319603375,17.53860395104293,3.6636826118245303
2026-09-10T15:34:00.000Z,12914.0,20764.218,14013.794,3836.846,719.726,474015.0,4459.0,11103012.0,468,0,53,53,53,65.49785081379741,10.541362349840274,0.5780164479558874,32.65325940660299,17.881542399853572,3.6536824535752803
2026-09-10T15:35:00.000Z,9673.0,20878.269,11074.239,2961.932,634.085,366158.0,3001.0,7714969.0,266,0,30,38,38,71.38139606556322,13.315308256001998,1.6817105056406834,34.30314560924509,17.58764941441373,4.549745885547676
2026-09-10T15:36:00.000Z,9082.0,11964.635,8123.087,2597.255,492.248,378751.0,2998.0,7636927.0,258,0,28,45,45,60.793128799363416,10.5382760200179,0.7752444487040469,30.268393742743335,15.70756470109885,3.4151475090284986
2026-09-10T15:37:00.000Z,8331.0,8152.635,6230.345,2357.365,413.97,348625.0,1709.0,19256673.0,232,0,21,39,39,62.30523534513409,1.7241773919190921,0.6010462043947021,30.88121231545813,26.049446762864683,2.753964736515165
2026-09-10T15:38:00.000Z,12378.0,22351.624,10703.479,4453.059,872.723,664017.0,11643.0,22485538.0,277,0,33,67,67,56.15108722600236,2.9132530648027646,0.3746837519679913,26.316163572074714,23.65589155441448,2.7095380939808162
2026-09-10T15:39:00.000Z,7343.0,7605.046,4331.158,1915.406,336.53,312537.0,2661.0,8642677.0,203,0,28,35,35,64.30038718940489,2.4986860086257803,1.4891683310581096,35.540773152531486,21.18121255124899,3.8176096706930363
2026-09-10T15:40:00.000Z,9415.0,14420.984,7744.087,2825.66,552.423,385865.0,3560.0,10613970.0,268,0,27,45,44,41.16192766354891,1.6170263556567976,0.3651257994376853,24.18569139183066,12.643455379602155,2.0940724704836606
2026-09-10T15:41:00.000Z,9394.0,16222.429,9093.858,2789.345,619.957,415401.0,3356.0,10968191.0,211,0,27,47,47,57.11984204602406,8.404196166250323,0.9302354535165019,28.617909292273275,15.718676919766335,3.4009975153669822
2026-09-10T15:42:00.000Z,8195.0,7704.886,5034.765,2292.039,401.679,317481.0,2155.0,11212672.0,231,0,27,39,39,62.48029920084737,6.9579412015968956,1.033475447068373,33.84517726100585,17.095425981093566,3.3819362835618656
2026-09-10T15:43:00.000Z,12254.0,25120.809,12809.785,4423.8,824.875,635109.0,7750.0,12843402.0,397,0,35,50,50,62.087622798846695,8.04849666242001,0.8906541891362647,32.630606831940156,16.760858673598047,3.7618391987571402
2026-09-10T15:44:00.000Z,8738.0,18405.221,12204.285,2415.16,529.441,306272.0,3086.0,6311893.0,249,0,33,41,41,67.99880247057084,11.961551346639741,1.4580429740972465,31.94141360309598,17.812880012052876,3.814855791864145
2026-09-10T15:45:00.000Z,7913.0,12272.326,6025.545,2551.248,544.156,336611.0,3380.0,6346582.0,508,0,21,36,36,57.72499514506577,13.84424106867185,1.0473091865122792,24.98782571143707,14.615612859601317,2.744583068537475
2026-09-10T15:46:00.000Z,10184.0,22146.834,15158.26,3143.62,590.124,420527.0,3906.0,10034027.0,345,0,27,44,43,54.977520873603325,8.220937700664589,1.2524084778348907,26.814386640976117,15.51059730239875,3.0950320998981327
2026-09-10T15:47:00.000Z,12509.0,29366.083,20474.573,3740.732,833.69,496221.0,3850.0,10060166.0,347,0,30,65,65,67.18434465133946,8.01945845297233,0.9885614834009602,34.33512376636156,20.07771219904625,3.6148589854889255
2026-09-10T15:48:00.000Z,6672.0,11945.295,7549.432,2549.243,728.994,406594.0,5097.0,3844861.0,274,0,22,16,16,74.03692533004516,10.814928702860497,1.0994558408363888,33.698844259251025,24.238061953581756,4.276201166624259
2026-09-10T15:49:00.000Z,8314.0,10490.156,6315.645,2291.376,430.898,313748.0,2751.0,7142866.0,263,0,26,31,31,62.811064426868285,10.158648838039934,1.568818595063896,26.066544617746253,21.722458927342576,2.506813711465239
2026-09-10T15:50:00.000Z,14366.0,31492.183,18209.448,3843.936,815.683,496284.0,3863.0,12110559.0,488,0,41,55,55,49.33084366007728,5.701183982517243,0.6470800331752831,25.45749628428537,14.632030696987226,2.7830399532112926
2026-09-10T15:51:00.000Z,11638.0,15091.257,10617.923,3140.635,595.656,451352.0,3137.0,9170188.0,388,0,26,48,48,73.9956208034414,11.931860776634206,1.2141096128754485,36.318723752744816,20.224150929527063,4.700795568315128
2026-09-10T15:52:00.000Z,13939.0,21611.19,15092.934,3697.006,651.954,519858.0,5012.0,27664261.0,447,0,32,50,50,70.00706207667747,4.236399577244319,0.8420264992814411,41.73272300510668,19.16416182839487,4.536746989915762
2026-09-10T15:53:00.000Z,13381.0,17376.449,10390.09,4208.562,735.559,618088.0,6835.0,13958516.0,492,0,29,46,46,57.275439178004426,1.6904209479538974,1.060656281074491,34.60391116999611,16.440172356692294,3.8347582759152323
2026-09-10T15:54:00.000Z,13995.0,25914.732,13035.392,3811.357,696.012,487902.0,4870.0,14954797.0,511,0,35,51,51,62.647324619259855,5.138321925345748,1.5131913519166424,34.49668240421202,17.58828309693419,4.086469753924012
2026-09-10T15:55:00.000Z,10216.0,19127.676,11478.616,2823.449,606.061,382355.0,4876.0,10147041.0,401,0,26,33,33,66.68480825352343,8.320395375926326,0.8540560938776974,35.71957557539491,17.69957323994417,4.51699236493196
2026-09-10T15:56:00.000Z,7844.0,8854.209,6836.825,2113.497,369.342,297628.0,2088.0,7793990.0,189,0,20,40,40,64.72165781036115,5.883222126400601,1.2818904124620747,34.78790601409149,19.13551848701271,3.279468981900492
2026-09-10T15:57:00.000Z,16306.0,50981.828,35385.209,4593.84,899.016,651966.0,5022.0,15563371.0,601,0,55,69,69,66.98836592635017,1.692768754837595,0.8974643685791065,36.02434537626012,24.868765882260355,3.1376185591574046
2026-09-10T15:58:00.000Z,14505.0,23757.915,16035.866,4324.997,1014.479,616275.0,7138.0,11016877.0,546,0,33,58,58,85.89956767543096,1.9953441968725203,0.6318589956795243,45.094778849420585,33.65480545398265,5.339784732170293
2026-09-10T15:59:00.000Z,18975.0,21862.756,13644.996,4558.001,856.558,650636.0,6527.0,14081988.0,706,0,54,81,81,66.33868910152802,3.8917664334426867,1.545747281840851,36.714294891108636,20.194294615254304,4.163349494574318
2026-09-10T16:00:00.000Z,16043.0,39108.055,22323.918,4551.033,1134.942,615363.0,7004.0,12362750.0,546,0,41,65,64,64.21057600206953,1.8137944085779156,0.8579992604494583,39.43121153889351,18.13144904075964,4.876926809756737
2026-09-10T16:01:00.000Z,15876.0,28220.709,14294.64,3904.867,670.423,589737.0,3900.0,18529072.0,512,0,38,52,52,77.95310241488215,7.710062888310057,1.0061374764428646,41.753834976682626,22.722587578196826,5.289506506868726
2026-09-10T16:02:00.000Z,16322.0,26628.808,17604.051,4375.227,698.563,578386.0,4044.0,14087825.0,604,0,55,64,64,69.14283117177015,6.202131840461442,0.9308288084545113,38.44062848394778,19.2352109249907,4.985028861375467
2026-09-10T16:03:00.000Z,14054.0,28309.895,19385.825,4584.227,889.265,721527.0,8374.0,9113089.0,511,0,40,63,63,65.05550265712574,2.3379070127013915,0.9295881247087012,39.143004793436546,18.648933486302695,4.675164025529293
2026-09-10T16:04:00.000Z,15499.0,21088.569,12027.787,4056.59,721.703,542305.0,5403.0,15097259.0,478,0,41,51,51,64.23510128078864,6.793930402055423,1.1532598674567511,34.234536396485794,18.158771073101825,4.1017775275670285
2026-09-10T16:05:00.000Z,13285.0,17678.467,10681.28,3827.907,665.042,512792.0,4133.0,11194399.0,425,0,33,58,58,68.97689768973981,3.498349834970438,1.254125412539687,40.9900990097842,18.97689768973981,5.276398215779896
2026-09-10T16:06:00.000Z,15755.0,38086.558,20337.091,4070.487,1177.378,512727.0,4445.0,16091181.0,340,0,46,56,56,64.35777116073209,6.212857931957958,1.5077508074558068,35.32829148902835,17.32375714098844,4.388725827299284
2026-09-10T16:07:00.000Z,11662.0,29474.866,17070.999,3638.602,829.167,496154.0,3586.0,20381852.0,409,0,33,47,47,81.84607747593904,4.992306838540829,0.906417100101659,37.146908975776576,34.3015035112431,4.809814098881645
2026-09-10T16:08:00.000Z,14404.0,44285.93,21081.167,4576.948,1103.93,620056.0,5251.0,13031278.0,469,0,33,56,56,73.27583985651655,6.435378671925129,1.245462962488006,39.37837218052931,22.02700578718176,4.091858480566558
2026-09-10T16:09:00.000Z,9902.0,16208.429,8723.86,2880.128,588.36,369289.0,4001.0,10432891.0,299,0,31,41,40,67.76009299326252,9.116264772361976,0.6763396835652961,34.090317081068726,19.82289441398458,3.362126423178558
2026-09-10T16:10:00.000Z,9687.0,20535.167,10428.326,2750.319,661.742,341457.0,2902.0,7310436.0,436,0,36,27,27,63.63803934605013,8.919555952696033,1.1159333729424337,33.323231797923846,16.362275834427606,4.246999371597106
